product_id	category_id	category_name	category_slug	parent_category_id
32212	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32216	320	Deportivo	deportivo	0
32224	320	Deportivo	deportivo	0
32225	320	Deportivo	deportivo	0
32226	320	Deportivo	deportivo	0
32263	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32263	344	Ejercitadores Okstar	ejercitadores-okstar	66
32264	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32264	344	Ejercitadores Okstar	ejercitadores-okstar	66
32265	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32265	344	Ejercitadores Okstar	ejercitadores-okstar	66
32266	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32266	344	Ejercitadores Okstar	ejercitadores-okstar	66
32267	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32267	344	Ejercitadores Okstar	ejercitadores-okstar	66
32268	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32268	344	Ejercitadores Okstar	ejercitadores-okstar	66
32269	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32269	344	Ejercitadores Okstar	ejercitadores-okstar	66
32270	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32270	344	Ejercitadores Okstar	ejercitadores-okstar	66
32271	343	Paneles Educativos	paneles-educativos	70
32272	343	Paneles Educativos	paneles-educativos	70
32273	343	Paneles Educativos	paneles-educativos	70
32274	343	Paneles Educativos	paneles-educativos	70
32275	343	Paneles Educativos	paneles-educativos	70
32276	343	Paneles Educativos	paneles-educativos	70
32277	343	Paneles Educativos	paneles-educativos	70
32278	343	Paneles Educativos	paneles-educativos	70
32279	343	Paneles Educativos	paneles-educativos	70
32280	343	Paneles Educativos	paneles-educativos	70
32296	75	Bancas	bancas	77
32297	72	Juegos Modulares de Exterior	modulos-recreativos	70
32302	75	Bancas	bancas	77
32303	72	Juegos Modulares de Exterior	modulos-recreativos	70
32304	72	Juegos Modulares de Exterior	modulos-recreativos	70
32305	72	Juegos Modulares de Exterior	modulos-recreativos	70
32318	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32319	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32319	76	Aparatos de Calistenia	calistenia	66
32320	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32321	84	Juegos Inclusivos	juegos-inclusivos	70
32322	84	Juegos Inclusivos	juegos-inclusivos	70
32323	72	Juegos Modulares de Exterior	modulos-recreativos	70
32324	72	Juegos Modulares de Exterior	modulos-recreativos	70
32325	72	Juegos Modulares de Exterior	modulos-recreativos	70
32326	72	Juegos Modulares de Exterior	modulos-recreativos	70
32327	72	Juegos Modulares de Exterior	modulos-recreativos	70
32328	107	Juegos Temáticos	juegos-tematicos	70
32329	107	Juegos Temáticos	juegos-tematicos	70
32334	80	Aparcabicicletas	aparcabicicletas	77
32337	76	Aparatos de Calistenia	calistenia	66
32338	83	Gimnasios Inclusivos	inclusivos-deportivo	66
32423	76	Aparatos de Calistenia	calistenia	66
