product_id	product_sku	product_name	product_status	unique_images	featured_images	gallery_images	parented_attachments	content_images	image_paths
6709	LET-PT-01-00	LETRA ACRILICO Y LUZ 1.20 M DE ALTO CON BASE	publish	1	1	0	1	0	2020/12/Letra-acrilico-y-luz-1.20-m-de-alto-con-base-PTJ-LT-1.20-b.jpg
6710	LET-PT-02-00	LETRA ACRILICO Y LUZ 1.50 M DE ALTO CON BASE	publish	1	1	0	1	0	2020/12/montaje-letras-luminosas-2021-web.jpg
6712	TEC-AC-01-00	TECHO SOMBRA DE COLOR 12 ACRILICO	publish	1	1	0	1	0	2020/12/SAC-118-1.png
6713	EOS-PR-12-00	Private: Juego Utah (EOS-515 7.0)	private	2	1	1	2	0	2020/12/juego-en-residencial-utah.jpg | 2020/12/modulo-utah-EOS-PR-12-00.jpg
6715	TEC-PT-02-00	TECHO SOLAR	publish	2	1	0	2	0	2020/12/SAC-219.png | 2020/12/Techo-Solar-TEC-PT-02-00.webp
6721	BAN-PM-10-00	BANCA CENTRO HISTORICO CON PLASTIMADERA	publish	1	1	0	1	0	2020/12/BANCA-POL02MS.png
6723	EOS-PR-13-00	Private: Juego Minnesota (EOS-PR-13-00)	private	2	1	0	2	0	2020/12/modulo-minesota-juego-infantil-productos-jumbo.jpg | 2020/12/modulo-minnesota-juegos-para-parques.png
6728	DEP-00-11-00	RED Y 2 POSTES DE VOLEIBOL	publish	1	1	0	1	0	2020/12/PVB-117.png
6731	CAN-PL-07-00	BANCA DE HUESO CANINO	publish	1	1	0	1	0	2020/12/AEC-119.png
6733	EOS-PR-17-00	Private: Juego Oregon (EOS-1010 7.0)	private	1	1	0	1	0	2020/12/juego-infantil-para-escuelas-oregon.jpg
